41.079,42.42,43.689,44.915,46.124,47.335,48.567,49.84,51.179,52.616,54.196,55.993,58.135,60.907,65.171,69.023,73.683,76.969,84.037,93.221
42.01,43.366,44.649,45.889,47.111,48.335,49.58,50.866,52.219,53.67,55.265,57.079,59.241,62.038,66.339,70.222,74.919,78.231,85.351,94.597
42.942,44.313,45.61,46.864,48.099,49.335,50.592,51.892,53.258,54.723,56.334,58.164,60.346,63.167,67.505,71.42,76.154,79.49,86.661,95.969
43.874,45.261,46.571,47.838,49.086,50.335,51.605,52.917,54.296,55.775,57.401,59.248,61.45,64.295,68.669,72.616,77.386,80.747,87.968,97.337
44.808,46.209,47.533,48.813,50.073,51.335,52.617,53.942,55.334,56.827,58.468,60.332,62.553,65.422,69.832,73.81,78.616,82.001,89.272,98.702
45.741,47.157,48.495,49.788,51.061,52.335,53.63,54.967,56.372,57.879,59.534,61.414,63.654,66.548,70.993,75.002,79.843,83.253,90.573,100.06
46.676,48.106,49.458,50.764,52.049,53.335,54.642,55.992,57.41,58.93,60.6,62.496,64.755,67.673,72.153,76.192,81.069,84.502,91.872,101.42
47.61,49.055,50.42,51.739,53.037,54.335,55.654,57.016,58.447,59.98,61.665,63.577,65.855,68.796,73.311,77.38,82.292,85.749,93.168,102.78
48.546,50.005,51.384,52.715,54.025,55.335,56.666,58.04,59.484,61.031,62.729,64.658,66.954,69.919,74.468,78.567,83.513,86.994,94.461,104.13
49.482,50.956,52.347,53.691,55.013,56.335,57.678,59.064,60.52,62.08,63.793,65.737,68.052,71.04,75.624,79.752,84.733,88.236,95.751,105.48
50.419,51.906,53.311,54.667,56.001,57.335,58.69,60.088,61.556,63.129,64.857,66.816,69.149,72.16,76.778,80.936,85.95,89.477,97.039,106.82
51.356,52.858,54.275,55.643,56.989,58.335,59.701,61.111,62.592,64.178,65.919,67.894,70.246,73.279,77.931,82.117,87.166,90.715,98.324,108.16
52.294,53.809,55.239,56.62,57.978,59.335,60.713,62.135,63.628,65.227,66.981,68.972,71.341,74.397,79.082,83.298,88.379,91.952,99.607,109.5
53.232,54.761,56.204,57.597,58.966,60.335,61.724,63.158,64.663,66.274,68.043,70.049,72.436,75.514,80.232,84.476,89.591,93.186,100.89,110.84
54.171,55.714,57.169,58.574,59.955,61.335,62.736,64.181,65.698,67.322,69.104,71.125,73.53,76.63,81.381,85.654,90.802,94.419,102.17,112.17
55.11,56.666,58.134,59.551,60.943,62.335,63.747,65.204,66.733,68.369,70.165,72.201,74.623,77.745,82.529,86.83,92.01,95.649,103.44,113.5
56.05,57.62,59.1,60.528,61.932,63.335,64.758,66.226,67.767,69.416,71.225,73.276,75.715,78.86,83.675,88.004,93.217,96.878,104.72,114.83
56.99,58.573,60.066,61.506,62.921,64.335,65.769,67.249,68.801,70.462,72.285,74.351,76.807,79.973,84.821,89.177,94.422,98.105,105.99,116.16
57.931,59.527,61.032,62.484,63.91,65.335,66.78,68.271,69.835,71.508,73.344,75.424,77.898,81.085,85.965,90.349,95.626,99.33,107.26,117.48
58.872,60.481,61.998,63.461,64.899,66.335,67.791,69.293,70.868,72.554,74.403,76.498,78.988,82.197,87.108,91.519,96.828,100.55,108.53,118.8
59.814,61.436,62.965,64.44,65.888,67.335,68.802,70.315,71.902,73.6,75.461,77.571,80.078,83.308,88.25,92.689,98.028,101.78,109.79,120.12
60.756,62.391,63.932,65.418,66.877,68.334,69.813,71.337,72.935,74.645,76.519,78.643,81.167,84.418,89.391,93.856,99.228,103,111.06,121.44
61.698,63.346,64.899,66.396,67.866,69.334,70.824,72.358,73.968,75.689,77.577,79.715,82.255,85.527,90.531,95.023,100.43,104.21,112.32,122.75
62.641,64.302,65.866,67.375,68.856,70.334,71.834,73.38,75,76.734,78.634,80.786,83.343,86.635,91.67,96.189,101.62,105.43,113.58,124.07
63.585,65.258,66.834,68.353,69.845,71.334,72.845,74.401,76.033,77.778,79.69,81.857,84.43,87.743,92.808,97.353,102.82,106.65,114.84,125.38
64.528,66.214,67.802,69.332,70.835,72.334,73.855,75.422,77.065,78.821,80.747,82.927,85.517,88.85,93.945,98.516,104.01,107.86,116.09,126.68
65.472,67.17,68.77,70.311,71.824,73.334,74.866,76.443,78.097,79.865,81.803,83.997,86.602,89.956,95.081,99.678,105.2,109.07,117.35,127.99
66.417,68.127,69.738,71.29,72.814,74.334,75.876,77.464,79.129,80.908,82.858,85.066,87.688,91.061,96.217,100.84,106.39,110.29,118.6,129.29
67.362,69.084,70.707,72.27,73.804,75.334,76.886,78.485,80.16,81.951,83.913,86.135,88.772,92.166,97.351,102,107.58,111.5,119.85,130.6
68.307,70.042,71.675,73.249,74.793,76.334,77.896,79.505,81.191,82.994,84.968,87.203,89.857,93.27,98.484,103.16,108.77,112.7,121.1,131.89
69.252,70.999,72.644,74.228,75.783,77.334,78.907,80.526,82.222,84.036,86.022,88.271,90.94,94.374,99.617,104.32,109.96,113.91,122.35,133.19
70.198,71.957,73.613,75.208,76.773,78.334,79.917,81.546,83.253,85.078,87.077,89.338,92.023,95.476,100.75,105.47,111.14,115.12,123.59,134.49
71.145,72.915,74.583,76.188,77.763,79.334,80.927,82.566,84.284,86.12,88.13,90.405,93.106,96.578,101.88,106.63,112.33,116.32,124.84,135.78
72.091,73.874,75.552,77.168,78.753,80.334,81.937,83.586,85.314,87.161,89.184,91.472,94.188,97.68,103.01,107.78,113.51,117.52,126.08,137.07
73.038,74.833,76.522,78.148,79.743,81.334,82.946,84.606,86.345,88.202,90.237,92.538,95.269,98.78,104.14,108.94,114.69,118.73,127.32,138.37
73.985,75.792,77.491,79.128,80.733,82.334,83.956,85.626,87.375,89.243,91.289,93.604,96.35,99.88,105.27,110.09,115.88,119.93,128.56,139.65
74.933,76.751,78.462,80.108,81.724,83.334,84.966,86.646,88.405,90.284,92.342,94.669,97.431,100.98,106.39,111.24,117.06,121.13,129.8,140.94
75.881,77.71,79.432,81.089,82.714,84.334,85.976,87.665,89.435,91.325,93.394,95.734,98.511,102.08,107.52,112.39,118.24,122.32,131.04,142.23
76.829,78.67,80.402,82.069,83.704,85.334,86.985,88.685,90.464,92.365,94.446,96.799,99.59,103.18,108.65,113.54,119.41,123.52,132.28,143.51
77.777,79.63,81.373,83.05,84.695,86.334,87.995,89.704,91.494,93.405,95.497,97.863,100.67,104.28,109.77,114.69,120.59,124.72,133.51,144.79
78.726,80.59,82.343,84.031,85.685,87.334,89.004,90.723,92.523,94.445,96.548,98.927,101.75,105.37,110.9,115.84,121.77,125.91,134.75,146.07
79.675,81.55,83.314,85.012,86.676,88.334,90.014,91.742,93.552,95.484,97.599,99.991,102.83,106.47,112.02,116.99,122.94,127.11,135.98,147.35
80.625,82.511,84.285,85.993,87.666,89.334,91.023,92.761,94.581,96.524,98.65,101.05,103.9,107.57,113.15,118.14,124.12,128.3,137.21,148.63
81.574,83.472,85.257,86.974,88.657,90.334,92.033,93.78,95.61,97.563,99.7,102.12,104.98,108.66,114.27,119.28,125.29,129.49,138.44,149.9
82.524,84.433,86.228,87.955,89.647,91.334,93.042,94.799,96.638,98.602,100.75,103.18,106.06,109.76,115.39,120.43,126.46,130.68,139.67,151.18
83.474,85.394,87.2,88.936,90.638,92.334,94.051,95.818,97.667,99.641,101.8,104.24,107.13,110.85,116.51,121.57,127.63,131.87,140.89,152.45
84.425,86.356,88.171,89.917,91.629,93.334,95.061,96.836,98.695,100.68,102.85,105.3,108.21,111.94,117.63,122.72,128.8,133.06,142.12,153.72
85.376,87.317,89.143,90.899,92.62,94.334,96.07,97.855,99.723,101.72,103.9,106.36,109.29,113.04,118.75,123.86,129.97,134.25,143.34,154.99
86.327,88.279,90.115,91.881,93.611,95.334,97.079,98.873,100.75,102.76,104.95,107.43,110.36,114.13,119.87,125,131.14,135.43,144.57,156.26
87.278,89.241,91.087,92.862,94.601,96.334,98.088,99.892,101.78,103.79,106,108.49,111.44,115.22,120.99,126.14,132.31,136.62,145.79,157.53
88.229,90.204,92.06,93.844,95.592,97.334,99.097,100.91,102.81,104.83,107.05,109.55,112.51,116.32,122.11,127.28,133.48,137.8,147.01,158.79
89.181,91.166,93.032,94.826,96.583,98.334,100.11,101.93,103.83,105.87,108.09,110.61,113.59,117.41,123.23,128.42,134.64,138.99,148.23,160.06
90.133,92.129,94.005,95.808,97.574,99.334,101.11,102.95,104.86,106.91,109.14,111.67,114.66,118.5,124.34,129.56,135.81,140.17,149.45,161.32
91.085,93.092,94.977,96.79,98.566,100.33,102.12,103.96,105.89,107.94,110.19,112.73,115.73,119.59,125.46,130.7,136.97,141.35,150.67,162.58
92.038,94.055,95.95,97.772,99.557,101.33,103.13,104.98,106.92,108.98,111.24,113.79,116.81,120.68,126.57,131.84,138.13,142.53,151.88,163.84
92.991,95.018,96.923,98.754,100.55,102.33,104.14,106,107.94,110.02,112.28,114.84,117.88,121.77,127.69,132.97,139.3,143.71,153.1,165.1
93.944,95.982,97.896,99.737,101.54,103.33,105.15,107.02,108.97,111.05,113.33,115.9,118.95,122.86,128.8,134.11,140.46,144.89,154.31,166.36
94.897,96.945,98.869,100.72,102.53,104.33,106.16,108.03,110,112.09,114.38,116.96,120.02,123.95,129.92,135.25,141.62,146.07,155.53,167.61
95.85,97.909,99.843,101.7,103.52,105.33,107.17,109.05,111.02,113.13,115.42,118.02,121.09,125.04,131.03,136.38,142.78,147.25,156.74,168.87
96.804,98.873,100.82,102.68,104.51,106.33,108.18,110.07,112.05,114.16,116.47,119.08,122.16,126.12,132.14,137.52,143.94,148.42,157.95,170.12
97.758,99.837,101.79,103.67,105.5,107.33,109.18,111.09,113.08,115.2,117.52,120.14,123.24,127.21,133.26,138.65,145.1,149.6,159.16,171.38
98.712,100.8,102.76,104.65,106.5,108.33,110.19,112.1,114.1,116.23,118.56,121.19,124.31,128.3,134.37,139.78,146.26,150.77,160.37,172.63
99.666,101.77,103.74,105.63,107.49,109.33,111.2,113.12,115.13,117.27,119.61,122.25,125.38,129.39,135.48,140.92,147.41,151.95,161.58,173.88
100.62,102.73,104.71,106.62,108.48,110.33,112.21,114.14,116.15,118.3,120.65,123.31,126.45,130.47,136.59,142.05,148.57,153.12,162.79,175.13
101.58,103.69,105.69,107.6,109.47,111.33,113.22,115.16,117.18,119.34,121.7,124.36,127.52,131.56,137.7,143.18,149.73,154.29,164,176.38
102.53,104.66,106.66,108.58,110.46,112.33,114.23,116.17,118.21,120.37,122.74,125.42,128.59,132.64,138.81,144.31,150.88,155.47,165.2,177.62
103.49,105.62,107.63,109.56,111.45,113.33,115.24,117.19,119.23,121.41,123.79,126.48,129.65,133.73,139.92,145.44,152.04,156.64,166.41,178.87
104.44,106.59,108.61,110.55,112.45,114.33,116.24,118.21,120.26,122.44,124.83,127.53,130.72,134.81,141.03,146.57,153.19,157.81,167.61,180.12
105.4,107.56,109.58,111.53,113.44,115.33,117.25,119.22,121.28,123.48,125.88,128.59,131.79,135.9,142.14,147.7,154.34,158.98,168.81,181.36
106.35,108.52,110.56,112.51,114.43,116.33,118.26,120.24,122.31,124.51,126.92,129.64,132.86,136.98,143.25,148.83,155.5,160.15,170.02,182.6
107.31,109.49,111.53,113.5,115.42,117.33,119.27,121.26,123.33,125.55,127.97,130.7,133.93,138.07,144.35,149.96,156.65,161.31,171.22,183.84
108.26,110.45,112.51,114.48,116.41,118.33,120.28,122.27,124.36,126.58,129.01,131.75,134.99,139.15,145.46,151.08,157.8,162.48,172.42,185.09
109.22,111.42,113.48,115.46,117.4,119.33,121.28,123.29,125.38,127.62,130.05,132.81,136.06,140.23,146.57,152.21,158.95,163.65,173.62,186.33
110.18,112.38,114.46,116.45,118.4,120.33,122.29,124.31,126.41,128.65,131.1,133.86,137.13,141.32,147.67,153.34,160.1,164.81,174.82,187.56
111.13,113.35,115.43,117.43,119.39,121.33,123.3,125.32,127.43,129.68,132.14,134.91,138.2,142.4,148.78,154.46,161.25,165.98,176.01,188.8
112.09,114.32,116.41,118.42,120.38,122.33,124.31,126.34,128.46,130.72,133.18,135.97,139.26,143.48,149.88,155.59,162.4,167.14,177.21,190.04
113.05,115.28,117.38,119.4,121.37,123.33,125.32,127.35,129.48,131.75,134.23,137.02,140.33,144.56,150.99,156.71,163.55,168.31,178.41,191.28
114,116.25,118.36,120.38,122.36,124.33,126.33,128.37,130.51,132.78,135.27,138.08,141.39,145.64,152.09,157.84,164.69,169.47,179.6,192.51
114.96,117.22,119.33,121.37,123.36,125.33,127.33,129.39,131.53,133.82,136.31,139.13,142.46,146.72,153.2,158.96,165.84,170.63,180.8,193.75
115.92,118.18,120.31,122.35,124.35,126.33,128.34,130.4,132.56,134.85,137.36,140.18,143.52,147.8,154.3,160.09,166.99,171.8,181.99,194.98
116.88,119.15,121.29,123.34,125.34,127.33,129.35,131.42,133.58,135.88,138.4,141.24,144.59,148.89,155.4,161.21,168.13,172.96,183.19,196.21
117.83,120.12,122.26,124.32,126.33,128.33,130.36,132.43,134.6,136.92,139.44,142.29,145.65,149.97,156.51,162.33,169.28,174.12,184.38,197.44
118.79,121.09,123.24,125.3,127.32,129.33,131.36,133.45,135.63,137.95,140.48,143.34,146.72,151.05,157.61,163.45,170.42,175.28,185.57,198.67
119.75,122.05,124.21,126.29,128.32,130.33,132.37,134.47,136.65,138.98,141.52,144.39,147.78,152.12,158.71,164.57,171.57,176.44,186.76,199.9
120.71,123.02,125.19,127.27,129.31,131.33,133.38,135.48,137.68,140.01,142.57,145.44,148.85,153.2,159.81,165.7,172.71,177.6,187.95,201.13
121.67,123.99,126.17,128.26,130.3,132.33,134.39,136.5,138.7,141.05,143.61,146.5,149.91,154.28,160.91,166.82,173.85,178.76,189.14,202.36
122.63,124.96,127.14,129.24,131.29,133.33,135.4,137.51,139.72,142.08,144.65,147.55,150.98,155.36,162.02,167.94,175,179.91,190.33,203.59
123.58,125.92,128.12,130.23,132.29,134.33,136.4,138.53,140.75,143.11,145.69,148.6,152.04,156.44,163.12,169.06,176.14,181.07,191.52,204.81
124.54,126.89,129.1,131.21,133.28,135.33,137.41,139.54,141.77,144.14,146.73,149.65,153.1,157.52,164.22,170.18,177.28,182.23,192.71,206.04
125.5,127.86,130.07,132.19,134.27,136.33,138.42,140.56,142.79,145.17,147.77,150.7,154.16,158.6,165.32,171.29,178.42,183.38,193.89,207.26
126.46,128.83,131.05,133.18,135.26,137.33,139.43,141.57,143.82,146.21,148.81,151.75,155.23,159.67,166.42,172.41,179.56,184.54,195.08,208.49
127.42,129.8,132.03,134.16,136.26,138.33,140.43,142.59,144.84,147.24,149.85,152.8,156.29,160.75,167.51,173.53,180.7,185.69,196.27,209.71
128.38,130.77,133,135.15,137.25,139.33,141.44,143.6,145.86,148.27,150.89,153.85,157.35,161.83,168.61,174.65,181.84,186.85,197.45,210.93
129.34,131.73,133.98,136.13,138.24,140.33,142.45,144.62,146.89,149.3,151.93,154.9,158.41,162.9,169.71,175.76,182.98,188,198.64,212.15
130.3,132.7,134.96,137.12,139.23,141.33,143.46,145.63,147.91,150.33,152.97,155.95,159.48,163.98,170.81,176.88,184.12,189.15,199.82,213.37
131.26,133.67,135.93,138.1,140.23,142.33,144.46,146.65,148.93,151.36,154.01,157,160.54,165.06,171.91,178,185.26,190.31,201,214.59
132.22,134.64,136.91,139.09,141.22,143.33,145.47,147.66,149.95,152.39,155.05,158.05,161.6,166.13,173,179.11,186.39,191.46,202.18,215.81
133.18,135.61,137.89,140.07,142.21,144.33,146.48,148.68,150.98,153.42,156.09,159.1,162.66,167.21,174.1,180.23,187.53,192.61,203.37,217.03
134.14,136.58,138.87,141.06,143.2,145.33,147.49,149.69,152,154.46,157.13,160.15,163.72,168.28,175.2,181.34,188.67,193.76,204.55,218.25
135.1,137.55,139.84,142.04,144.2,146.33,148.49,150.71,153.02,155.49,158.17,161.2,164.78,169.36,176.29,182.46,189.8,194.91,205.73,219.47
136.06,138.52,140.82,143.03,145.19,147.33,149.5,151.72,154.05,156.52,159.21,162.25,165.84,170.43,177.39,183.57,190.94,196.06,206.91,220.68
137.02,139.49,141.8,144.01,146.18,148.33,150.51,152.74,155.07,157.55,160.25,163.3,166.9,171.51,178.49,184.69,192.07,197.21,208.09,221.9
137.98,140.46,142.78,145,147.17,149.33,151.52,153.75,156.09,158.58,161.29,164.35,167.96,172.58,179.58,185.8,193.21,198.36,209.26,223.11
138.94,141.43,143.75,145.99,148.17,150.33,152.52,154.77,157.11,159.61,162.33,165.4,169.02,173.66,180.68,186.91,194.34,199.51,210.44,224.33
139.91,142.4,144.73,146.97,149.16,151.33,153.53,155.78,158.13,160.64,163.37,166.45,170.08,174.73,181.77,188.03,195.48,200.66,211.62,225.54
140.87,143.37,145.71,147.96,150.15,152.33,154.54,156.8,159.16,161.67,164.41,167.49,171.14,175.8,182.86,189.14,196.61,201.8,212.8,226.75
141.83,144.34,146.69,148.94,151.14,153.33,155.54,157.81,160.18,162.7,165.45,168.54,172.2,176.88,183.96,190.25,197.74,202.95,213.97,227.96
142.79,145.31,147.67,149.93,152.14,154.33,156.55,158.83,161.2,163.73,166.48,169.59,173.26,177.95,185.05,191.36,198.87,204.1,215.15,229.17
143.75,146.28,148.64,150.91,153.13,155.33,157.56,159.84,162.22,164.76,167.52,170.64,174.32,179.02,186.15,192.47,200.01,205.24,216.32,230.39
144.71,147.25,149.62,151.9,154.12,156.33,158.57,160.85,163.24,165.79,168.56,171.69,175.38,180.09,187.24,193.58,201.14,206.39,217.5,231.6
145.67,148.22,150.6,152.88,155.12,157.33,159.57,161.87,164.27,166.82,169.6,172.73,176.44,181.17,188.33,194.7,202.27,207.53,218.67,232.8
146.64,149.19,151.58,153.87,156.11,158.33,160.58,162.88,165.29,167.85,170.64,173.78,177.49,182.24,189.42,195.81,203.4,208.68,219.85,234.01
147.6,150.16,152.56,154.86,157.1,159.33,161.59,163.9,166.31,168.88,171.68,174.83,178.55,183.31,190.52,196.92,204.53,209.82,221.02,235.22
148.56,151.13,153.53,155.84,158.09,160.33,162.59,164.91,167.33,169.91,172.71,175.88,179.61,184.38,191.61,198.02,205.66,210.97,222.19,236.43
149.52,152.1,154.51,156.83,159.09,161.33,163.6,165.93,168.35,170.93,173.75,176.92,180.67,185.45,192.7,199.13,206.79,212.11,223.36,237.63
150.49,153.07,155.49,157.81,160.08,162.33,164.61,166.94,169.37,171.96,174.79,177.97,181.73,186.52,193.79,200.24,207.92,213.25,224.53,238.84
151.45,154.04,156.47,158.8,161.07,163.33,165.61,167.95,170.4,172.99,175.83,179.02,182.78,187.6,194.88,201.35,209.05,214.4,225.71,240.05
152.41,155.01,157.45,159.79,162.07,164.33,166.62,168.97,171.42,174.02,176.86,180.06,183.84,188.67,195.97,202.46,210.18,215.54,226.88,241.25
153.37,155.98,158.43,160.77,163.06,165.33,167.63,169.98,172.44,175.05,177.9,181.11,184.9,189.74,197.06,203.57,211.3,216.68,228.05,242.45
154.34,156.95,159.41,161.76,164.05,166.33,168.64,171,173.46,176.08,178.94,182.15,185.95,190.81,198.15,204.67,212.43,217.82,229.21,243.66
155.3,157.93,160.39,162.74,165.05,167.33,169.64,172.01,174.48,177.11,179.97,183.2,187.01,191.88,199.24,205.78,213.56,218.96,230.38,244.86
156.26,158.9,161.36,163.73,166.04,168.33,170.65,173.02,175.5,178.14,181.01,184.25,188.07,192.95,200.33,206.89,214.69,220.1,231.55,246.06
157.23,159.87,162.34,164.72,167.03,169.33,171.66,174.04,176.52,179.17,182.05,185.29,189.12,194.02,201.42,208,215.81,221.24,232.72,247.26
158.19,160.84,163.32,165.7,168.03,170.33,172.66,175.05,177.54,180.19,183.08,186.34,190.18,195.09,202.51,209.1,216.94,222.38,233.89,248.47
159.15,161.81,164.3,166.69,169.02,171.33,173.67,176.06,178.56,181.22,184.12,187.38,191.24,196.16,203.6,210.21,218.06,223.52,235.05,249.67
